turns_in_diag	first_utt_idx_in_diag	human_response	prompt	corpus	sample_index
111	53	B:uh-huh	A:ehm. right do you know where go down about two inches. okay\nB:right\nA:'til you're about an inch above the path that you took to the footbridge. is that right\nB:aye\nA:right. and go due west as in to your left\nB:right\nA:to the edge of the page\nB:right\nA:do you have the white mountain	maptask	2620
111	54	A:right. go right up to the top of the page	B:right\nA:'til you're about an inch above the path that you took to the footbridge. is that right\nB:aye\nA:right. and go due west as in to your left\nB:right\nA:to the edge of the page\nB:right\nA:do you have the white mountain\nB:uh-huh	maptask	2621
111	55	B:right to the top	A:'til you're about an inch above the path that you took to the footbridge. is that right\nB:aye\nA:right. and go due west as in to your left\nB:right\nA:to the edge of the page\nB:right\nA:do you have the white mountain\nB:uh-huh\nA:right. go right up to the top of the page	maptask	2622
111	56	A:yeah. ehm do you have the pyramid	B:aye\nA:right. and go due west as in to your left\nB:right\nA:to the edge of the page\nB:right\nA:do you have the white mountain\nB:uh-huh\nA:right. go right up to the top of the page\nB:right to the top	maptask	2623
111	57	B:yes	A:right. and go due west as in to your left\nB:right\nA:to the edge of the page\nB:right\nA:do you have the white mountain\nB:uh-huh\nA:right. go right up to the top of the page\nB:right to the top\nA:yeah. ehm do you have the pyramid	maptask	2624
111	58	A:come right to the page come right along and just go round the pyramid go round it and then under it so and then stop just at the just after you've been under the pyramid	B:right\nA:to the edge of the page\nB:right\nA:do you have the white mountain\nB:uh-huh\nA:right. go right up to the top of the page\nB:right to the top\nA:yeah. ehm do you have the pyramid\nB:yes	maptask	2625
111	59	B:right got you	A:to the edge of the page\nB:right\nA:do you have the white mountain\nB:uh-huh\nA:right. go right up to the top of the page\nB:right to the top\nA:yeah. ehm do you have the pyramid\nB:yes\nA:come right to the page come right along and just go round the pyramid go round it and then under it so and then stop just at the just after you've been under the pyramid	maptask	2626
111	60	A:right do you have the cobbled street	B:right\nA:do you have the white mountain\nB:uh-huh\nA:right. go right up to the top of the page\nB:right to the top\nA:yeah. ehm do you have the pyramid\nB:yes\nA:come right to the page come right along and just go round the pyramid go round it and then under it so and then stop just at the just after you've been under the pyramid\nB:right got you	maptask	2627
111	61	B:no	A:do you have the white mountain\nB:uh-huh\nA:right. go right up to the top of the page\nB:right to the top\nA:yeah. ehm do you have the pyramid\nB:yes\nA:come right to the page come right along and just go round the pyramid go round it and then under it so and then stop just at the just after you've been under the pyramid\nB:right got you\nA:right do you have the cobbled street	maptask	2628
111	62	A:do you have the remote village	B:uh-huh\nA:right. go right up to the top of the page\nB:right to the top\nA:yeah. ehm do you have the pyramid\nB:yes\nA:come right to the page come right along and just go round the pyramid go round it and then under it so and then stop just at the just after you've been under the pyramid\nB:right got you\nA:right do you have the cobbled street\nB:no	maptask	2629
111	63	B:yes	A:right. go right up to the top of the page\nB:right to the top\nA:yeah. ehm do you have the pyramid\nB:yes\nA:come right to the page come right along and just go round the pyramid go round it and then under it so and then stop just at the just after you've been under the pyramid\nB:right got you\nA:right do you have the cobbled street\nB:no\nA:do you have the remote village	maptask	2630
111	64	A:the remote village is about	B:right to the top\nA:yeah. ehm do you have the pyramid\nB:yes\nA:come right to the page come right along and just go round the pyramid go round it and then under it so and then stop just at the just after you've been under the pyramid\nB:right got you\nA:right do you have the cobbled street\nB:no\nA:do you have the remote village\nB:yes	maptask	2631
111	65	B:should directly below me almost	A:yeah. ehm do you have the pyramid\nB:yes\nA:come right to the page come right along and just go round the pyramid go round it and then under it so and then stop just at the just after you've been under the pyramid\nB:right got you\nA:right do you have the cobbled street\nB:no\nA:do you have the remote village\nB:yes\nA:the remote village is about	maptask	2632
111	66	A:are you just you should have gone just right under the pyramid should	B:yes\nA:come right to the page come right along and just go round the pyramid go round it and then under it so and then stop just at the just after you've been under the pyramid\nB:right got you\nA:right do you have the cobbled street\nB:no\nA:do you have the remote village\nB:yes\nA:the remote village is about\nB:should directly below me almost	maptask	2633
111	67	B:right i'm right under it	A:come right to the page come right along and just go round the pyramid go round it and then under it so and then stop just at the just after you've been under the pyramid\nB:right got you\nA:right do you have the cobbled street\nB:no\nA:do you have the remote village\nB:yes\nA:the remote village is about\nB:should directly below me almost\nA:are you just you should have gone just right under the pyramid should	maptask	2634
111	68	A:right exactly. right. come across a tad 'til you are roughly a centimetre from the white mountain if you take a line up but not you know so that your line is the same direction that you took the line under the pyramid	B:right got you\nA:right do you have the cobbled street\nB:no\nA:do you have the remote village\nB:yes\nA:the remote village is about\nB:should directly below me almost\nA:are you just you should have gone just right under the pyramid should\nB:right i'm right under it	maptask	2635
111	69	B:mmhmm	A:right do you have the cobbled street\nB:no\nA:do you have the remote village\nB:yes\nA:the remote village is about\nB:should directly below me almost\nA:are you just you should have gone just right under the pyramid should\nB:right i'm right under it\nA:right exactly. right. come across a tad 'til you are roughly a centimetre from the white mountain if you take a line up but not you know so that your line is the same direction that you took the line under the pyramid	maptask	2636
111	70	A:just take it a wee bit further across so that you'll clear the remote village	B:no\nA:do you have the remote village\nB:yes\nA:the remote village is about\nB:should directly below me almost\nA:are you just you should have gone just right under the pyramid should\nB:right i'm right under it\nA:right exactly. right. come across a tad 'til you are roughly a centimetre from the white mountain if you take a line up but not you know so that your line is the same direction that you took the line under the pyramid\nB:mmhmm	maptask	2637
111	71	B:right all right no problem	A:do you have the remote village\nB:yes\nA:the remote village is about\nB:should directly below me almost\nA:are you just you should have gone just right under the pyramid should\nB:right i'm right under it\nA:right exactly. right. come across a tad 'til you are roughly a centimetre from the white mountain if you take a line up but not you know so that your line is the same direction that you took the line under the pyramid\nB:mmhmm\nA:just take it a wee bit further across so that you'll clear the remote village	maptask	2638
111	72	A:right	B:yes\nA:the remote village is about\nB:should directly below me almost\nA:are you just you should have gone just right under the pyramid should\nB:right i'm right under it\nA:right exactly. right. come across a tad 'til you are roughly a centimetre from the white mountain if you take a line up but not you know so that your line is the same direction that you took the line under the pyramid\nB:mmhmm\nA:just take it a wee bit further across so that you'll clear the remote village\nB:right all right no problem	maptask	2639
111	73	B:right. i'm so i'm just above the white mountain	A:the remote village is about\nB:should directly below me almost\nA:are you just you should have gone just right under the pyramid should\nB:right i'm right under it\nA:right exactly. right. come across a tad 'til you are roughly a centimetre from the white mountain if you take a line up but not you know so that your line is the same direction that you took the line under the pyramid\nB:mmhmm\nA:just take it a wee bit further across so that you'll clear the remote village\nB:right all right no problem\nA:right	maptask	2640
111	74	A:you're actually above it	B:should directly below me almost\nA:are you just you should have gone just right under the pyramid should\nB:right i'm right under it\nA:right exactly. right. come across a tad 'til you are roughly a centimetre from the white mountain if you take a line up but not you know so that your line is the same direction that you took the line under the pyramid\nB:mmhmm\nA:just take it a wee bit further across so that you'll clear the remote village\nB:right all right no problem\nA:right\nB:right. i'm so i'm just above the white mountain	maptask	2641
111	75	B:mmhmm	A:are you just you should have gone just right under the pyramid should\nB:right i'm right under it\nA:right exactly. right. come across a tad 'til you are roughly a centimetre from the white mountain if you take a line up but not you know so that your line is the same direction that you took the line under the pyramid\nB:mmhmm\nA:just take it a wee bit further across so that you'll clear the remote village\nB:right all right no problem\nA:right\nB:right. i'm so i'm just above the white mountain\nA:you're actually above it	maptask	2642
111	76	A:if you if you take a line due south you're going to hit it. all i want you to do is clear the remote village	B:right i'm right under it\nA:right exactly. right. come across a tad 'til you are roughly a centimetre from the white mountain if you take a line up but not you know so that your line is the same direction that you took the line under the pyramid\nB:mmhmm\nA:just take it a wee bit further across so that you'll clear the remote village\nB:right all right no problem\nA:right\nB:right. i'm so i'm just above the white mountain\nA:you're actually above it\nB:mmhmm	maptask	2643
111	77	B:i have cleared it. right the remote village is like ah four inches below the pyramid in this	A:right exactly. right. come across a tad 'til you are roughly a centimetre from the white mountain if you take a line up but not you know so that your line is the same direction that you took the line under the pyramid\nB:mmhmm\nA:just take it a wee bit further across so that you'll clear the remote village\nB:right all right no problem\nA:right\nB:right. i'm so i'm just above the white mountain\nA:you're actually above it\nB:mmhmm\nA:if you if you take a line due south you're going to hit it. all i want you to do is clear the remote village	maptask	2644
111	78	A:yes. you are just you are just below the pyramid	B:mmhmm\nA:just take it a wee bit further across so that you'll clear the remote village\nB:right all right no problem\nA:right\nB:right. i'm so i'm just above the white mountain\nA:you're actually above it\nB:mmhmm\nA:if you if you take a line due south you're going to hit it. all i want you to do is clear the remote village\nB:i have cleared it. right the remote village is like ah four inches below the pyramid in this	maptask	2645
111	79	B:right	A:just take it a wee bit further across so that you'll clear the remote village\nB:right all right no problem\nA:right\nB:right. i'm so i'm just above the white mountain\nA:you're actually above it\nB:mmhmm\nA:if you if you take a line due south you're going to hit it. all i want you to do is clear the remote village\nB:i have cleared it. right the remote village is like ah four inches below the pyramid in this\nA:yes. you are just you are just below the pyramid	maptask	2646
111	80	A:you've come out about a centimetre from	B:right all right no problem\nA:right\nB:right. i'm so i'm just above the white mountain\nA:you're actually above it\nB:mmhmm\nA:if you if you take a line due south you're going to hit it. all i want you to do is clear the remote village\nB:i have cleared it. right the remote village is like ah four inches below the pyramid in this\nA:yes. you are just you are just below the pyramid\nB:right	maptask	2647
111	81	B:right. i'm in between the remote village and the pyramid	A:right\nB:right. i'm so i'm just above the white mountain\nA:you're actually above it\nB:mmhmm\nA:if you if you take a line due south you're going to hit it. all i want you to do is clear the remote village\nB:i have cleared it. right the remote village is like ah four inches below the pyramid in this\nA:yes. you are just you are just below the pyramid\nB:right\nA:you've come out about a centimetre from	maptask	2648
111	82	A:are you	B:right. i'm so i'm just above the white mountain\nA:you're actually above it\nB:mmhmm\nA:if you if you take a line due south you're going to hit it. all i want you to do is clear the remote village\nB:i have cleared it. right the remote village is like ah four inches below the pyramid in this\nA:yes. you are just you are just below the pyramid\nB:right\nA:you've come out about a centimetre from\nB:right. i'm in between the remote village and the pyramid	maptask	2649
111	83	B:uh-huh	A:you're actually above it\nB:mmhmm\nA:if you if you take a line due south you're going to hit it. all i want you to do is clear the remote village\nB:i have cleared it. right the remote village is like ah four inches below the pyramid in this\nA:yes. you are just you are just below the pyramid\nB:right\nA:you've come out about a centimetre from\nB:right. i'm in between the remote village and the pyramid\nA:are you	maptask	2650
111	84	A:why	B:mmhmm\nA:if you if you take a line due south you're going to hit it. all i want you to do is clear the remote village\nB:i have cleared it. right the remote village is like ah four inches below the pyramid in this\nA:yes. you are just you are just below the pyramid\nB:right\nA:you've come out about a centimetre from\nB:right. i'm in between the remote village and the pyramid\nA:are you\nB:uh-huh	maptask	2651
111	85	B:because you told me to come under the pyramid	A:if you if you take a line due south you're going to hit it. all i want you to do is clear the remote village\nB:i have cleared it. right the remote village is like ah four inches below the pyramid in this\nA:yes. you are just you are just below the pyramid\nB:right\nA:you've come out about a centimetre from\nB:right. i'm in between the remote village and the pyramid\nA:are you\nB:uh-huh\nA:why	maptask	2652
111	86	A:yeah. you're under the pyramid. okay right	B:i have cleared it. right the remote village is like ah four inches below the pyramid in this\nA:yes. you are just you are just below the pyramid\nB:right\nA:you've come out about a centimetre from\nB:right. i'm in between the remote village and the pyramid\nA:are you\nB:uh-huh\nA:why\nB:because you told me to come under the pyramid	maptask	2653
111	87	B:right	A:yes. you are just you are just below the pyramid\nB:right\nA:you've come out about a centimetre from\nB:right. i'm in between the remote village and the pyramid\nA:are you\nB:uh-huh\nA:why\nB:because you told me to come under the pyramid\nA:yeah. you're under the pyramid. okay right	maptask	2654
111	88	A:but you haven't gone far enough across so that you're so that if you came south you'd hit the white mountain	B:right\nA:you've come out about a centimetre from\nB:right. i'm in between the remote village and the pyramid\nA:are you\nB:uh-huh\nA:why\nB:because you told me to come under the pyramid\nA:yeah. you're under the pyramid. okay right\nB:right	maptask	2655
111	89	B:i have come across far enough now	A:you've come out about a centimetre from\nB:right. i'm in between the remote village and the pyramid\nA:are you\nB:uh-huh\nA:why\nB:because you told me to come under the pyramid\nA:yeah. you're under the pyramid. okay right\nB:right\nA:but you haven't gone far enough across so that you're so that if you came south you'd hit the white mountain	maptask	2656
111	90	A:well that's wrong then	B:right. i'm in between the remote village and the pyramid\nA:are you\nB:uh-huh\nA:why\nB:because you told me to come under the pyramid\nA:yeah. you're under the pyramid. okay right\nB:right\nA:but you haven't gone far enough across so that you're so that if you came south you'd hit the white mountain\nB:i have come across far enough now	maptask	2657
111	91	B:right	A:are you\nB:uh-huh\nA:why\nB:because you told me to come under the pyramid\nA:yeah. you're under the pyramid. okay right\nB:right\nA:but you haven't gone far enough across so that you're so that if you came south you'd hit the white mountain\nB:i have come across far enough now\nA:well that's wrong then	maptask	2658
111	92	A:go go back so that you'll just miss the remote village if you come south	B:uh-huh\nA:why\nB:because you told me to come under the pyramid\nA:yeah. you're under the pyramid. okay right\nB:right\nA:but you haven't gone far enough across so that you're so that if you came south you'd hit the white mountain\nB:i have come across far enough now\nA:well that's wrong then\nB:right	maptask	2659
111	93	B:right i've got you	A:why\nB:because you told me to come under the pyramid\nA:yeah. you're under the pyramid. okay right\nB:right\nA:but you haven't gone far enough across so that you're so that if you came south you'd hit the white mountain\nB:i have come across far enough now\nA:well that's wrong then\nB:right\nA:go go back so that you'll just miss the remote village if you come south	maptask	2660
111	94	A:right. ah so come down	B:because you told me to come under the pyramid\nA:yeah. you're under the pyramid. okay right\nB:right\nA:but you haven't gone far enough across so that you're so that if you came south you'd hit the white mountain\nB:i have come across far enough now\nA:well that's wrong then\nB:right\nA:go go back so that you'll just miss the remote village if you come south\nB:right i've got you	maptask	2661
111	95	B:uh-huh	A:yeah. you're under the pyramid. okay right\nB:right\nA:but you haven't gone far enough across so that you're so that if you came south you'd hit the white mountain\nB:i have come across far enough now\nA:well that's wrong then\nB:right\nA:go go back so that you'll just miss the remote village if you come south\nB:right i've got you\nA:right. ah so come down	maptask	2662
111	96	A:come down just past the remote village	B:right\nA:but you haven't gone far enough across so that you're so that if you came south you'd hit the white mountain\nB:i have come across far enough now\nA:well that's wrong then\nB:right\nA:go go back so that you'll just miss the remote village if you come south\nB:right i've got you\nA:right. ah so come down\nB:uh-huh	maptask	2663
111	97	B:right	A:but you haven't gone far enough across so that you're so that if you came south you'd hit the white mountain\nB:i have come across far enough now\nA:well that's wrong then\nB:right\nA:go go back so that you'll just miss the remote village if you come south\nB:right i've got you\nA:right. ah so come down\nB:uh-huh\nA:come down just past the remote village	maptask	2664
111	98	A:and go to your right	B:i have come across far enough now\nA:well that's wrong then\nB:right\nA:go go back so that you'll just miss the remote village if you come south\nB:right i've got you\nA:right. ah so come down\nB:uh-huh\nA:come down just past the remote village\nB:right	maptask	2665
111	99	B:how far	A:well that's wrong then\nB:right\nA:go go back so that you'll just miss the remote village if you come south\nB:right i've got you\nA:right. ah so come down\nB:uh-huh\nA:come down just past the remote village\nB:right\nA:and go to your right	maptask	2666
111	100	"A:just past the remote village. and mark ""x"" 'cause that's us finished a complete trial"	B:right\nA:go go back so that you'll just miss the remote village if you come south\nB:right i've got you\nA:right. ah so come down\nB:uh-huh\nA:come down just past the remote village\nB:right\nA:and go to your right\nB:how far	maptask	2667
111	101	B:right. right. right that's it	"A:go go back so that you'll just miss the remote village if you come south\nB:right i've got you\nA:right. ah so come down\nB:uh-huh\nA:come down just past the remote village\nB:right\nA:and go to your right\nB:how far\nA:just past the remote village. and mark ""x"" 'cause that's us finished a complete trial"	maptask	2668
164	0	B:the left of the ravine	A:right ehm. you've got to take your line down from the start to just vertically to just to the left of burnt forest\nB:to the left of burnt forest\nA:mmhmm\nB:so it's not far down\nA:no. it's a tiny bit. okay and while you're doing that go in to your right a bit but it doesn't really matter. okay ehm. have you got a ravine\nB:yeah\nA:right. take that same line still down vertically to the left of the ravine\nB:there's a cottage on my map\nA:well just draw round it	maptask	2669
164	1	A:uh-huh. is the cottage in the way there no	B:to the left of burnt forest\nA:mmhmm\nB:so it's not far down\nA:no. it's a tiny bit. okay and while you're doing that go in to your right a bit but it doesn't really matter. okay ehm. have you got a ravine\nB:yeah\nA:right. take that same line still down vertically to the left of the ravine\nB:there's a cottage on my map\nA:well just draw round it\nB:the left of the ravine	maptask	2670
164	2	B:it's next to the ravine	A:mmhmm\nB:so it's not far down\nA:no. it's a tiny bit. okay and while you're doing that go in to your right a bit but it doesn't really matter. okay ehm. have you got a ravine\nB:yeah\nA:right. take that same line still down vertically to the left of the ravine\nB:there's a cottage on my map\nA:well just draw round it\nB:the left of the ravine\nA:uh-huh. is the cottage in the way there no	maptask	2671
164	3	A:well that's okay. right now take that take the line. is the cottage directly beside the ravine	B:so it's not far down\nA:no. it's a tiny bit. okay and while you're doing that go in to your right a bit but it doesn't really matter. okay ehm. have you got a ravine\nB:yeah\nA:right. take that same line still down vertically to the left of the ravine\nB:there's a cottage on my map\nA:well just draw round it\nB:the left of the ravine\nA:uh-huh. is the cottage in the way there no\nB:it's next to the ravine	maptask	2672
164	4	B:mmhmm. right next to it	A:no. it's a tiny bit. okay and while you're doing that go in to your right a bit but it doesn't really matter. okay ehm. have you got a ravine\nB:yeah\nA:right. take that same line still down vertically to the left of the ravine\nB:there's a cottage on my map\nA:well just draw round it\nB:the left of the ravine\nA:uh-huh. is the cottage in the way there no\nB:it's next to the ravine\nA:well that's okay. right now take that take the line. is the cottage directly beside the ravine	maptask	2673
164	5	A:is there a space between them yeah	B:yeah\nA:right. take that same line still down vertically to the left of the ravine\nB:there's a cottage on my map\nA:well just draw round it\nB:the left of the ravine\nA:uh-huh. is the cottage in the way there no\nB:it's next to the ravine\nA:well that's okay. right now take that take the line. is the cottage directly beside the ravine\nB:mmhmm. right next to it	maptask	2674
164	6	B:mmhmm	A:right. take that same line still down vertically to the left of the ravine\nB:there's a cottage on my map\nA:well just draw round it\nB:the left of the ravine\nA:uh-huh. is the cottage in the way there no\nB:it's next to the ravine\nA:well that's okay. right now take that take the line. is the cottage directly beside the ravine\nB:mmhmm. right next to it\nA:is there a space between them yeah	maptask	2675
164	7	A:right take the line and go to your right underneath the cottage. can you do that	B:there's a cottage on my map\nA:well just draw round it\nB:the left of the ravine\nA:uh-huh. is the cottage in the way there no\nB:it's next to the ravine\nA:well that's okay. right now take that take the line. is the cottage directly beside the ravine\nB:mmhmm. right next to it\nA:is there a space between them yeah\nB:mmhmm	maptask	2676
164	8	B:no. 'cause the ravine's on the right of the cottage	A:well just draw round it\nB:the left of the ravine\nA:uh-huh. is the cottage in the way there no\nB:it's next to the ravine\nA:well that's okay. right now take that take the line. is the cottage directly beside the ravine\nB:mmhmm. right next to it\nA:is there a space between them yeah\nB:mmhmm\nA:right take the line and go to your right underneath the cottage. can you do that	maptask	2677
164	9	A:yeah. but i want you to draw up through between the cottage and the ravine	B:the left of the ravine\nA:uh-huh. is the cottage in the way there no\nB:it's next to the ravine\nA:well that's okay. right now take that take the line. is the cottage directly beside the ravine\nB:mmhmm. right next to it\nA:is there a space between them yeah\nB:mmhmm\nA:right take the line and go to your right underneath the cottage. can you do that\nB:no. 'cause the ravine's on the right of the cottage	maptask	2678
164	10	B:and down through	A:uh-huh. is the cottage in the way there no\nB:it's next to the ravine\nA:well that's okay. right now take that take the line. is the cottage directly beside the ravine\nB:mmhmm. right next to it\nA:is there a space between them yeah\nB:mmhmm\nA:right take the line and go to your right underneath the cottage. can you do that\nB:no. 'cause the ravine's on the right of the cottage\nA:yeah. but i want you to draw up through between the cottage and the ravine	maptask	2679
164	11	A:no. up through go. go down vertically until you're and draw underneath the cottage and then come up	B:it's next to the ravine\nA:well that's okay. right now take that take the line. is the cottage directly beside the ravine\nB:mmhmm. right next to it\nA:is there a space between them yeah\nB:mmhmm\nA:right take the line and go to your right underneath the cottage. can you do that\nB:no. 'cause the ravine's on the right of the cottage\nA:yeah. but i want you to draw up through between the cottage and the ravine\nB:and down through	maptask	2680
164	12	B:mmhmm	A:well that's okay. right now take that take the line. is the cottage directly beside the ravine\nB:mmhmm. right next to it\nA:is there a space between them yeah\nB:mmhmm\nA:right take the line and go to your right underneath the cottage. can you do that\nB:no. 'cause the ravine's on the right of the cottage\nA:yeah. but i want you to draw up through between the cottage and the ravine\nB:and down through\nA:no. up through go. go down vertically until you're and draw underneath the cottage and then come up	maptask	2681
164	13	A:between the cottage and the ravine	B:mmhmm. right next to it\nA:is there a space between them yeah\nB:mmhmm\nA:right take the line and go to your right underneath the cottage. can you do that\nB:no. 'cause the ravine's on the right of the cottage\nA:yeah. but i want you to draw up through between the cottage and the ravine\nB:and down through\nA:no. up through go. go down vertically until you're and draw underneath the cottage and then come up\nB:mmhmm	maptask	2682
164	14	B:i've just come down there	A:is there a space between them yeah\nB:mmhmm\nA:right take the line and go to your right underneath the cottage. can you do that\nB:no. 'cause the ravine's on the right of the cottage\nA:yeah. but i want you to draw up through between the cottage and the ravine\nB:and down through\nA:no. up through go. go down vertically until you're and draw underneath the cottage and then come up\nB:mmhmm\nA:between the cottage and the ravine	maptask	2683
164	15	A:you weren't meant to	B:mmhmm\nA:right take the line and go to your right underneath the cottage. can you do that\nB:no. 'cause the ravine's on the right of the cottage\nA:yeah. but i want you to draw up through between the cottage and the ravine\nB:and down through\nA:no. up through go. go down vertically until you're and draw underneath the cottage and then come up\nB:mmhmm\nA:between the cottage and the ravine\nB:i've just come down there	maptask	2684
164	16	B:right	A:right take the line and go to your right underneath the cottage. can you do that\nB:no. 'cause the ravine's on the right of the cottage\nA:yeah. but i want you to draw up through between the cottage and the ravine\nB:and down through\nA:no. up through go. go down vertically until you're and draw underneath the cottage and then come up\nB:mmhmm\nA:between the cottage and the ravine\nB:i've just come down there\nA:you weren't meant to	maptask	2685
164	17	A:okay right. you went down past burnt forest	B:no. 'cause the ravine's on the right of the cottage\nA:yeah. but i want you to draw up through between the cottage and the ravine\nB:and down through\nA:no. up through go. go down vertically until you're and draw underneath the cottage and then come up\nB:mmhmm\nA:between the cottage and the ravine\nB:i've just come down there\nA:you weren't meant to\nB:right	maptask	2686
164	18	B:i went underneath burnt forest	A:yeah. but i want you to draw up through between the cottage and the ravine\nB:and down through\nA:no. up through go. go down vertically until you're and draw underneath the cottage and then come up\nB:mmhmm\nA:between the cottage and the ravine\nB:i've just come down there\nA:you weren't meant to\nB:right\nA:okay right. you went down past burnt forest	maptask	2687
164	19	A:well. you weren't meant to	B:and down through\nA:no. up through go. go down vertically until you're and draw underneath the cottage and then come up\nB:mmhmm\nA:between the cottage and the ravine\nB:i've just come down there\nA:you weren't meant to\nB:right\nA:okay right. you went down past burnt forest\nB:i went underneath burnt forest	maptask	2688
164	20	B:well you said draw round the cottage	A:no. up through go. go down vertically until you're and draw underneath the cottage and then come up\nB:mmhmm\nA:between the cottage and the ravine\nB:i've just come down there\nA:you weren't meant to\nB:right\nA:okay right. you went down past burnt forest\nB:i went underneath burnt forest\nA:well. you weren't meant to	maptask	2689
164	21	A:okay right. you're meant to come down from the start	B:mmhmm\nA:between the cottage and the ravine\nB:i've just come down there\nA:you weren't meant to\nB:right\nA:okay right. you went down past burnt forest\nB:i went underneath burnt forest\nA:well. you weren't meant to\nB:well you said draw round the cottage	maptask	2690
164	22	B:mmhmm	A:between the cottage and the ravine\nB:i've just come down there\nA:you weren't meant to\nB:right\nA:okay right. you went down past burnt forest\nB:i went underneath burnt forest\nA:well. you weren't meant to\nB:well you said draw round the cottage\nA:okay right. you're meant to come down from the start	maptask	2691
164	23	A:vertically right past burnt forest	B:i've just come down there\nA:you weren't meant to\nB:right\nA:okay right. you went down past burnt forest\nB:i went underneath burnt forest\nA:well. you weren't meant to\nB:well you said draw round the cottage\nA:okay right. you're meant to come down from the start\nB:mmhmm	maptask	2692
164	24	B:mmhmm	A:you weren't meant to\nB:right\nA:okay right. you went down past burnt forest\nB:i went underneath burnt forest\nA:well. you weren't meant to\nB:well you said draw round the cottage\nA:okay right. you're meant to come down from the start\nB:mmhmm\nA:vertically right past burnt forest	maptask	2693
164	25	A:keep drawing vertically	B:right\nA:okay right. you went down past burnt forest\nB:i went underneath burnt forest\nA:well. you weren't meant to\nB:well you said draw round the cottage\nA:okay right. you're meant to come down from the start\nB:mmhmm\nA:vertically right past burnt forest\nB:mmhmm	maptask	2694
164	26	B:oh right down past the carpenter's cottage	A:okay right. you went down past burnt forest\nB:i went underneath burnt forest\nA:well. you weren't meant to\nB:well you said draw round the cottage\nA:okay right. you're meant to come down from the start\nB:mmhmm\nA:vertically right past burnt forest\nB:mmhmm\nA:keep drawing vertically	maptask	2695
164	27	A:past the cottage	B:i went underneath burnt forest\nA:well. you weren't meant to\nB:well you said draw round the cottage\nA:okay right. you're meant to come down from the start\nB:mmhmm\nA:vertically right past burnt forest\nB:mmhmm\nA:keep drawing vertically\nB:oh right down past the carpenter's cottage	maptask	2696
164	28	B:and then go right	A:well. you weren't meant to\nB:well you said draw round the cottage\nA:okay right. you're meant to come down from the start\nB:mmhmm\nA:vertically right past burnt forest\nB:mmhmm\nA:keep drawing vertically\nB:oh right down past the carpenter's cottage\nA:past the cottage	maptask	2697
164	29	A:then go right underneath the cottage	B:well you said draw round the cottage\nA:okay right. you're meant to come down from the start\nB:mmhmm\nA:vertically right past burnt forest\nB:mmhmm\nA:keep drawing vertically\nB:oh right down past the carpenter's cottage\nA:past the cottage\nB:and then go right	maptask	2698
164	30	B:uh-huh	A:okay right. you're meant to come down from the start\nB:mmhmm\nA:vertically right past burnt forest\nB:mmhmm\nA:keep drawing vertically\nB:oh right down past the carpenter's cottage\nA:past the cottage\nB:and then go right\nA:then go right underneath the cottage	maptask	2699
164	31	A:go up through between the cottage and the ravine 'til you get to stop just above the ravine	B:mmhmm\nA:vertically right past burnt forest\nB:mmhmm\nA:keep drawing vertically\nB:oh right down past the carpenter's cottage\nA:past the cottage\nB:and then go right\nA:then go right underneath the cottage\nB:uh-huh	maptask	2700
164	32	B:uh-huh	A:vertically right past burnt forest\nB:mmhmm\nA:keep drawing vertically\nB:oh right down past the carpenter's cottage\nA:past the cottage\nB:and then go right\nA:then go right underneath the cottage\nB:uh-huh\nA:go up through between the cottage and the ravine 'til you get to stop just above the ravine	maptask	2701
164	33	A:and do you have a remote village	B:mmhmm\nA:keep drawing vertically\nB:oh right down past the carpenter's cottage\nA:past the cottage\nB:and then go right\nA:then go right underneath the cottage\nB:uh-huh\nA:go up through between the cottage and the ravine 'til you get to stop just above the ravine\nB:uh-huh	maptask	2702
164	34	B:no	A:keep drawing vertically\nB:oh right down past the carpenter's cottage\nA:past the cottage\nB:and then go right\nA:then go right underneath the cottage\nB:uh-huh\nA:go up through between the cottage and the ravine 'til you get to stop just above the ravine\nB:uh-huh\nA:and do you have a remote village	maptask	2703
164	35	A:well on my map to the right of burnt cottage there's a remote village. okay	B:oh right down past the carpenter's cottage\nA:past the cottage\nB:and then go right\nA:then go right underneath the cottage\nB:uh-huh\nA:go up through between the cottage and the ravine 'til you get to stop just above the ravine\nB:uh-huh\nA:and do you have a remote village\nB:no	maptask	2704
164	36	B:right of the burnt forest	A:past the cottage\nB:and then go right\nA:then go right underneath the cottage\nB:uh-huh\nA:go up through between the cottage and the ravine 'til you get to stop just above the ravine\nB:uh-huh\nA:and do you have a remote village\nB:no\nA:well on my map to the right of burnt cottage there's a remote village. okay	maptask	2705
164	37	A:uh-huh. and that's just situated above the ravine	B:and then go right\nA:then go right underneath the cottage\nB:uh-huh\nA:go up through between the cottage and the ravine 'til you get to stop just above the ravine\nB:uh-huh\nA:and do you have a remote village\nB:no\nA:well on my map to the right of burnt cottage there's a remote village. okay\nB:right of the burnt forest	maptask	2706
164	38	B:uh-huh	A:then go right underneath the cottage\nB:uh-huh\nA:go up through between the cottage and the ravine 'til you get to stop just above the ravine\nB:uh-huh\nA:and do you have a remote village\nB:no\nA:well on my map to the right of burnt cottage there's a remote village. okay\nB:right of the burnt forest\nA:uh-huh. and that's just situated above the ravine	maptask	2707
